Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
15773,242,1,635.68,4,1,2,412
14481,NULL,2,636.51,2,2,2,222
12589,29,2,636.68,2,2,2,222
17812,546,4,637.18,4,3,2,432
13028,NULL,2,637.92,1,2,2,122
15571,182,4,638.02,3,3,2,332
14754,NULL,2,638.05,1,2,2,122
18160,NULL,2,638.06,1,2,2,122
17974,249,3,638.52,4,3,2,432
15648,NULL,2,639.5,1,2,2,122
17321,275,2,639.56,4,2,2,422
14301,NULL,1,640.14,2,1,2,212
16014,64,3,640.5,2,3,2,232
12631,NULL,1,640.5,1,1,2,112
13496,NULL,2,640.58,1,2,2,122
16444,215,4,640.74,4,3,2,432
13318,302,3,640.76,4,3,2,432
13417,212,2,640.83,3,2,2,322
12624,NULL,2,641.13,1,2,2,122
12365,NULL,2,641.38,1,2,2,122
14044,283,4,641.47,4,3,2,432
18218,282,2,641.92,4,3,2,432
15297,60,3,641.94,2,3,2,232
17046,217,1,642.02,4,1,2,412
13607,NULL,1,642.41,1,1,2,112
15384,NULL,2,642.41,2,2,2,222
13034,577,2,642.77,4,3,2,432
14020,1,2,642.8,2,2,2,222
15574,666,4,644.11,4,3,2,432
17312,278,3,644.3,4,3,2,432
13030,546,2,644.86,4,3,2,432
12719,214,2,644.95,3,2,2,322
13596,242,2,645.19,4,2,2,422
17459,61,2,645.45,2,2,2,222
14855,2,2,645.65,2,2,2,222
15651,274,3,646.3,4,3,2,432
14034,217,3,646.39,4,3,2,432
17523,NULL,4,646.49,1,3,2,132
17373,NULL,4,646.92,1,3,2,132
17341,186,3,647.75,3,3,2,332
17779,NULL,3,647.92,1,3,2,132
13838,577,4,649.96,4,3,2,432
16969,338,3,650.41,4,3,2,432
16056,NULL,1,650.75,1,2,2,122
13240,454,4,651.8,4,3,2,432
18121,125,2,652.05,3,2,2,322
16774,275,4,652.67,4,3,2,432
14548,3,2,652.8,2,2,2,222
15031,90,4,653.19,3,3,2,332
15205,246,2,653.24,4,2,2,422
18151,NULL,2,653.35,1,2,2,122
17398,NULL,3,653.38,1,3,2,132
14651,275,2,653.75,4,2,2,422
14803,98,3,654.45,3,3,2,332
17472,338,3,654.84,4,3,2,432
14894,NULL,1,655.75,1,1,2,112
13963,516,4,656.14,4,3,2,432
16127,NULL,1,656.25,1,2,2,122
17299,31,4,656.61,2,3,2,232
16708,NULL,1,656.63,1,2,2,122
13049,183,2,656.68,3,2,2,322
16157,NULL,3,656.69,1,3,2,132
15677,NULL,1,657.23,1,2,3,123
14179,NULL,2,657.57,2,2,3,223
16268,NULL,2,657.57,1,2,3,123
16696,66,4,657.9,2,3,3,233
16449,251,2,658.19,4,2,3,423
14150,243,2,658.64,4,2,3,423
16357,66,3,658.88,2,3,3,233
13759,182,2,659.41,3,2,3,323
15492,29,2,659.46,2,2,3,223
14603,68,1,660,2,1,3,213
14643,NULL,2,660.21,2,2,3,223
17979,243,4,660.75,4,3,3,433
15626,NULL,2,660.8,1,2,3,123
12838,182,2,661.08,3,2,3,323
12638,182,1,662.33,3,1,3,313
16208,NULL,2,662.61,1,2,3,123
16573,NULL,2,663.61,1,2,3,123
14720,31,3,663.81,2,3,3,233
15643,338,3,664,4,3,3,433
14504,67,4,665.62,2,3,3,233
17105,278,2,665.78,4,3,3,433
13258,NULL,3,665.88,1,3,3,133
15969,151,3,666.1,3,3,3,333
13741,95,3,668.43,3,3,3,333
14342,121,4,668.56,3,3,3,333
12418,NULL,1,668.58,1,1,3,113
13601,5,2,668.96,2,2,3,223
17994,63,4,669.94,2,3,3,233
14628,92,2,671.96,3,2,3,323
17198,454,3,672.48,4,3,3,433
15038,67,6,674.31,2,4,3,243
17888,30,8,674.34,2,4,3,243
13951,NULL,3,674.45,2,3,3,233
17749,NULL,2,674.52,1,2,3,123
13464,0,1,674.68,2,1,3,213
13355,93,1,674.7,3,1,3,313
13325,NULL,1,675.3,1,1,3,113
12942,454,3,675.6,4,3,3,433
15951,332,2,675.67,4,3,3,433
17462,61,2,675.69,2,2,3,223
16377,NULL,1,676.2,1,2,3,123
13040,182,2,676.99,3,2,3,323
13388,NULL,2,677.1,1,2,3,123
13430,NULL,2,677.17,1,2,3,123
15582,280,3,677.87,4,3,3,433
13925,63,4,678.25,2,3,3,233
14788,301,2,679.44,4,3,3,433
15322,NULL,1,679.68,1,1,3,113
16872,126,3,680.02,3,3,3,333
13524,249,5,680.18,4,4,3,443
18135,60,5,680.26,2,4,3,243
12478,181,1,680.99,3,1,3,313
17397,NULL,2,681.41,1,2,3,123
16015,181,3,682.78,3,3,3,333
14222,NULL,1,683.17,2,1,3,213
17874,157,6,683.46,3,4,3,343
15669,NULL,4,684.34,1,3,3,133
16122,39,4,684.42,2,3,3,233
14880,157,3,685.55,3,3,3,333
12658,NULL,1,686.05,1,1,3,113
18196,215,2,686.63,4,2,3,423
17884,638,4,686.67,4,3,3,433
15053,212,3,688.13,3,3,3,333
16642,212,2,688.33,3,2,3,323
13799,NULL,2,688.86,1,2,3,123
17502,60,4,689.1,2,3,3,233
14959,183,4,689.17,3,3,3,333
15181,244,3,689.48,4,3,3,433
13023,183,2,689.9,3,2,3,323
18085,697,2,689.95,4,3,3,433
16212,341,2,690.34,4,3,3,433
17733,333,2,692.19,4,3,3,433
14111,215,4,692.85,3,3,3,333
15700,NULL,2,692.93,1,2,3,123
12410,252,2,693.33,4,2,3,423
16725,69,7,693.97,2,4,3,243
12925,212,2,694.05,3,2,3,323
15800,159,2,694.29,3,2,3,323
15304,61,8,694.4,2,4,3,243
13736,242,2,694.94,4,2,3,423
14009,NULL,2,695.61,2,2,3,223
17692,161,4,695.94,3,3,3,333
15525,151,3,696.19,3,3,3,333
16362,92,5,697.2,3,4,3,343
14829,60,4,697.55,2,3,3,233
17423,188,2,698.41,3,2,3,323
17734,NULL,3,700.63,1,3,3,133
13238,NULL,4,700.73,1,3,3,133
14356,NULL,2,701.23,2,2,3,223
14198,NULL,4,701.4,2,3,3,233
16997,283,3,702,4,3,3,433
15103,121,2,703.36,3,2,3,323
12883,31,4,703.47,2,3,3,233
12612,NULL,1,704.04,1,1,3,113
17934,0,2,704.25,2,2,3,223
16261,159,4,705.04,3,3,3,333
16882,244,3,705.12,4,3,3,433
16364,NULL,2,705.79,1,2,3,123
14126,301,3,706.13,4,3,3,433
16309,NULL,2,706.57,1,2,3,123
12453,NULL,1,707.09,1,1,3,113
16730,NULL,3,709.17,1,3,3,133
15855,95,5,709.29,3,4,3,343
15757,214,2,709.38,3,2,3,323
16136,30,3,709.38,2,3,3,233
14127,93,3,709.71,3,3,3,333
14867,219,3,710.28,4,3,3,433
13249,154,3,711.41,3,3,3,333
17179,NULL,3,711.79,1,3,3,133
13705,697,3,711.86,4,3,3,433
17642,2,2,712.29,2,2,3,223
13587,153,1,712.4,3,1,3,313
13416,NULL,2,712.5,1,2,3,123
17761,152,1,712.78,3,1,3,313
13147,90,4,712.8,3,3,3,333
13169,153,2,712.88,3,2,3,323
12616,215,2,713.3,3,2,3,323
17029,NULL,2,716,1,2,3,123
15400,277,5,716.2,4,4,3,443
14662,98,4,716.26,3,3,3,333
12535,92,2,716.35,3,2,3,323
15274,212,2,716.57,3,2,3,323
14869,332,2,717.7,4,3,3,433
16891,215,5,717.92,4,4,3,443
16023,NULL,3,719.81,1,3,3,133
18062,280,3,720.52,4,3,3,433
15584,NULL,4,720.86,1,3,3,133
15272,NULL,2,721.94,2,2,3,223
16470,NULL,4,722.33,1,3,3,133
17521,60,3,723.21,2,3,3,233
12475,NULL,1,723.38,1,1,3,113
13077,120,4,724.27,3,3,3,333
15636,31,2,724.76,2,2,3,223
12723,214,5,725.07,3,4,3,343
16140,214,2,725.18,3,2,3,323
15252,95,2,725.48,3,2,3,323
14055,NULL,1,725.64,2,1,3,213
14790,29,4,727.36,2,3,3,233
13623,90,5,727.74,3,4,3,343
17666,214,2,728.16,3,2,3,323
13314,153,3,729.02,3,3,3,333
12468,218,2,729.54,4,2,3,423
14234,90,4,729.84,3,3,3,333
14778,246,2,730.86,4,2,3,423
16491,NULL,1,731.5,1,2,3,123
16099,NULL,3,731.9,1,3,3,133
13575,0,5,732.07,2,4,3,243
16770,666,5,732.9,4,3,3,433
17387,182,2,733.61,3,2,3,323
16146,217,3,734.13,4,3,3,433
15215,245,3,734.94,4,3,3,433
15045,33,2,735.66,2,2,3,223
15074,NULL,1,735.67,1,1,3,113
17461,60,3,735.82,2,3,3,233
12465,NULL,2,737.15,1,2,3,123
12847,NULL,1,737.31,1,1,3,113
12976,5,1,738.6,2,1,3,213
14756,NULL,1,738.96,1,1,3,113
12603,NULL,1,739.2,1,1,3,113
13900,95,3,740.95,3,3,3,333
13753,NULL,1,741.26,1,1,3,113
12374,NULL,1,742.93,1,1,3,113
15907,181,3,743.47,3,3,3,333
13354,NULL,1,743.53,1,1,3,113
13167,275,4,744.53,4,3,3,433
16205,90,4,744.83,2,3,3,233
13236,NULL,2,744.85,1,2,3,123
13950,159,4,745.06,3,3,3,333
17034,NULL,3,745.52,1,3,3,133
14550,NULL,2,746.15,2,2,3,223
14050,121,2,746.36,3,2,3,323
16121,127,2,747.44,3,2,3,323
14201,61,7,747.44,2,4,3,243
16859,NULL,2,747.81,1,2,3,123
15656,280,4,748.5,4,3,3,433
14923,NULL,1,749.1,1,1,3,113
15965,29,4,749.19,2,3,3,233
17146,NULL,3,749.78,1,3,3,133
12908,NULL,2,750,1,2,3,123
17409,220,2,752.05,4,2,3,423
16256,NULL,1,752.43,1,2,3,123
13730,337,2,752.6,4,3,3,433
17516,188,5,753.23,3,4,3,343
16036,NULL,2,753.88,1,2,3,123
18104,302,1,754.64,4,1,3,413
13370,638,1,754.87,4,1,3,413
15223,250,2,755.75,4,2,3,423
13341,NULL,1,756.05,1,1,3,113
16806,280,4,756.31,4,3,3,433
17797,65,3,756.64,2,3,3,233
15599,NULL,2,756.7,1,2,3,123
12413,192,3,758.1,3,3,3,333
15568,151,3,758.29,3,3,3,333
17425,61,2,759.17,2,2,3,223
14815,274,2,759.78,4,2,3,423
14883,5,6,761.59,2,4,3,243
16222,NULL,1,761.7,1,2,3,123
17466,NULL,2,763.28,1,2,3,123
18096,153,3,763.62,3,3,3,333
17268,67,4,763.64,2,3,3,233
16600,212,6,764.2,3,4,3,343
14885,NULL,1,765.32,1,1,3,113
17695,NULL,2,765.34,1,2,3,123
14672,162,2,765.55,3,2,3,323
16480,NULL,1,766.41,1,2,3,123
15353,516,2,767.62,4,3,3,433
13356,NULL,1,768.24,1,1,3,113
16164,NULL,3,769.38,1,3,3,133
15743,302,4,769.64,4,3,3,433
12965,31,1,769.81,2,1,3,213
14412,NULL,2,770.03,2,2,3,223
16284,121,2,771.32,3,2,3,323
17764,5,2,772.55,2,2,3,223
15075,NULL,1,773.03,1,1,3,113
15561,127,4,773.59,3,3,3,333
16043,159,4,773.99,3,3,3,333
15414,36,3,774.9,2,3,3,233
16825,157,2,775.18,3,2,3,323
16347,274,2,775.35,4,2,3,423
16367,302,2,776.49,4,3,3,433
15618,152,4,776.851,3,3,3,333
13563,NULL,2,776.88,1,2,3,123
16546,666,2,776.95,4,3,3,433
13109,30,2,777.18,2,2,3,223
13212,91,3,777.2,3,3,3,333
12425,NULL,1,777.2,1,1,3,113
16505,121,1,777.6,3,1,3,313
17414,126,2,778,3,2,3,323
17759,NULL,3,778.56,1,3,3,133
13375,1,1,778.65,2,1,3,213
17180,6,4,778.93,2,3,3,233
17411,NULL,3,778.94,1,3,3,133
12735,192,2,779.57,3,2,3,323
18228,NULL,2,779.9,1,2,3,123
15239,NULL,2,780.59,2,2,3,223
13583,156,1,781.03,3,1,3,313
15679,90,4,781.28,2,3,3,233
17006,212,4,781.78,3,3,3,333
15952,278,4,781.91,4,3,3,433
15644,NULL,4,782.46,1,3,3,133
16054,NULL,1,783.9,1,2,3,123
18136,153,3,784.33,3,3,3,333
15806,217,3,784.58,4,3,3,433
14657,156,4,785.77,3,3,3,333
14499,190,3,785.95,3,3,3,333
13884,31,5,786.15,2,4,3,243
12628,212,3,786.46,3,3,3,333
13323,181,5,787.85,3,4,3,343
14557,NULL,1,788.38,2,1,3,213
15022,NULL,4,788.91,1,3,3,133
13329,485,2,789,4,3,3,433
13637,218,3,789.2,4,3,3,433
17566,332,2,789.51,4,3,3,433
16759,90,3,789.79,3,3,3,333
13016,124,3,789.89,3,3,3,333
15831,155,3,789.96,3,3,3,333
14976,68,7,790.86,2,4,3,243
15990,NULL,2,792.11,1,2,3,123
17114,100,8,794.05,3,4,3,343
13336,NULL,1,795.12,1,1,3,113
13280,93,3,795.36,3,3,3,333
16438,274,5,797.1,4,4,3,443
12701,36,2,797.71,2,2,3,223
13389,NULL,3,797.96,1,3,3,133
17703,243,3,798.74,4,3,3,433
17905,186,4,798.99,3,3,3,333
12924,98,4,799.39,3,3,3,333
13720,NULL,4,799.9,1,3,3,133
16869,NULL,4,800.34,1,3,3,133
18265,247,2,801.51,4,2,3,423
16460,29,3,803.22,2,3,3,233
12422,215,3,803.56,3,3,3,333
18248,93,2,804.02,3,2,3,323
12434,NULL,2,806.14,1,2,3,123
13707,NULL,2,806.41,1,2,3,123
15533,31,3,806.43,2,3,3,233
12421,NULL,4,807.04,1,3,3,133
16624,NULL,2,808.62,1,2,3,123
13566,NULL,2,810.15,1,2,3,123
16276,NULL,1,810.6,1,2,3,123
17980,NULL,3,811.45,1,3,3,133
17921,183,4,812.64,3,3,3,333
14421,5,2,813.11,2,2,3,223
16621,160,4,813.48,3,3,3,333
18064,NULL,2,814,1,2,3,123
16924,183,3,814.02,3,3,3,333
13811,95,3,814.5,3,3,3,333
15399,120,3,815.77,3,3,3,333
15649,516,2,816,4,3,3,433
15164,303,3,816.17,4,3,3,433
16943,5,3,816.73,2,3,3,233
16494,NULL,1,817.28,1,2,3,123
16092,NULL,3,817.86,1,3,3,133
13037,249,3,818.67,4,3,3,433
13220,157,4,819.29,3,3,3,333
13893,NULL,1,821.1,1,1,3,113
12778,95,6,822.23,3,4,3,343
13835,156,4,825.21,3,3,3,333
12427,61,3,825.8,2,3,3,233
12781,153,2,826.74,3,2,3,323
12461,184,2,826.88,3,2,3,323
16513,212,4,827.79,3,3,3,333
13681,156,4,827.83,3,3,3,333
14332,244,3,828.41,4,3,3,433
17289,182,3,829.4,3,3,3,333
14644,275,2,830.76,4,2,3,423
17109,60,6,831.07,2,4,3,243
14577,363,4,832.11,4,3,3,433
15862,332,4,832.88,4,3,3,433
16644,35,2,833.78,2,2,3,223
17075,NULL,4,834.12,1,3,3,133
14449,183,4,834.64,3,3,3,333
14597,338,2,835.52,4,3,3,433
17169,95,2,835.78,3,2,3,323
16747,275,2,836.06,4,2,3,423
12728,39,4,836.33,2,3,3,233
15832,NULL,1,836.79,1,2,3,123
16554,339,3,837.1,4,3,3,433
16877,64,6,837.37,2,4,3,243
17115,65,3,837.5,2,3,3,233
13940,183,4,839.14,3,3,3,333
13339,NULL,1,840.32,1,1,3,113
17027,341,6,841.01,4,4,3,443
17076,424,3,841.08,4,3,3,433
14862,NULL,2,841.2,1,2,3,123
16560,NULL,2,841.41,1,2,3,123
16108,NULL,1,842.5,1,2,3,123
13929,NULL,2,842.65,2,2,3,223
17929,252,4,843,4,3,3,433
17624,219,2,843.48,4,2,3,423
12713,89,1,843.51,2,1,3,213
13515,189,4,844.32,3,3,3,333
14553,219,5,845.33,4,4,3,443
17064,65,3,846.6,2,3,3,233
13221,NULL,2,847.41,1,2,3,123
13991,NULL,6,849.39,2,4,3,243
16020,214,3,851.01,3,3,3,333
16070,152,2,852.15,3,2,3,323
12379,NULL,2,852.24,1,2,3,123
14193,275,2,853.39,4,2,3,423
16266,NULL,7,854.64,1,4,3,143
17560,69,5,854.95,2,4,3,243
12878,NULL,2,854.99,1,2,3,123
16037,130,3,855.02,3,3,3,333
12693,5,4,855.91,2,3,3,233
16221,98,3,856.51,3,3,3,333
16163,454,2,856.6,4,3,3,433
16361,NULL,4,856.86,1,3,3,133
14715,184,4,856.88,3,3,3,333
12794,304,2,860.41,4,3,3,433
17227,61,6,862.12,2,4,3,243
12680,89,4,862.81,2,3,3,233
16657,NULL,4,863.58,1,3,3,133
16900,153,3,863.71,3,3,3,333
17829,NULL,1,864.04,1,2,3,123
13203,32,4,864.9,2,3,3,233
13846,36,3,865.06,2,3,3,233
17886,121,3,865.08,3,3,3,333
16567,162,2,865.6,3,2,3,323
15799,100,3,866.73,3,3,3,333
16235,39,5,867.31,2,4,3,243
17649,NULL,1,868.49,1,2,3,123
12694,95,2,869.67,3,2,3,323
13979,NULL,1,869.87,2,1,3,213
13200,216,4,870.09,4,3,3,433
15208,153,5,870.12,3,4,3,343
12772,30,1,872.67,2,1,3,213
13294,279,2,873.74,4,3,3,433
15707,183,4,874.59,3,3,3,333
15100,70,3,876,2,3,3,233
14770,NULL,2,876.42,1,2,3,123
15653,123,2,877.44,3,2,3,323
17007,96,6,879.85,3,4,3,343
15076,NULL,1,880.85,1,1,3,113
13662,35,3,881.26,2,3,3,233
18236,60,6,882.24,2,4,3,243
15865,66,3,884.63,2,3,3,233
15511,333,5,884.83,4,3,3,433
17704,NULL,2,885.19,1,2,3,123
15822,181,2,885.47,3,2,3,323
12940,NULL,2,885.94,1,2,3,123
14623,187,5,886.15,3,4,3,343
14344,98,8,886.98,3,4,3,343
16511,NULL,3,887.03,1,3,3,133
17537,99,2,887.67,3,2,3,323
15066,NULL,1,888.55,1,1,3,113
14240,90,2,890.34,3,2,3,323
15255,244,1,890.85,4,1,3,413
15211,454,2,894.41,4,3,3,433
15079,454,4,895.61,4,3,3,433
14081,69,2,896.22,2,2,3,223
13192,215,2,896.34,3,2,3,323
14625,NULL,2,899.63,2,2,3,223
17323,91,7,901.09,3,4,3,343
16376,332,2,901.15,4,3,3,433
16716,342,2,901.2,4,3,3,433
17848,277,9,901.2,4,4,3,443
17236,36,6,901.57,2,4,3,243
12652,9,1,902.28,2,1,3,213
16809,91,5,903.07,3,4,3,343
15480,NULL,1,903.22,2,1,3,213
15807,NULL,3,903.9,1,3,3,133
16934,NULL,2,905.53,1,2,3,123
13038,95,3,908.46,3,3,3,333
13782,155,6,908.86,3,4,3,343
13689,153,1,910,3,1,3,313
14289,332,6,911.26,4,4,3,443
14540,283,3,911.86,4,3,3,433
14359,NULL,3,912.18,2,3,3,233
15364,215,2,913.19,3,2,3,323
17618,220,3,913.28,4,3,3,433
15587,31,4,913.68,2,3,3,233
16216,NULL,1,914.93,1,2,3,123
14141,30,4,915.13,2,3,3,233
14712,60,3,917.07,2,3,3,233
14015,NULL,1,917.34,2,1,3,213
15506,NULL,3,917.4,1,3,3,133
15253,1,5,918.2,2,4,3,243
13549,36,7,918.2,2,4,3,243
15787,91,3,919.19,3,3,3,333
13075,305,1,919.61,4,1,3,413
17018,NULL,2,920.1,1,2,3,123
13984,216,5,920.51,4,4,3,443
15576,302,1,921.37,4,1,3,413
13035,NULL,2,921.88,1,2,3,123
13934,NULL,1,922.1,2,1,3,213
16551,215,3,922.12,4,3,3,433
13122,184,2,922.39,3,2,3,323
16907,454,5,922.46,4,3,3,433
15654,NULL,2,922.53,1,2,3,123
13805,305,2,924.6,4,3,3,433
15312,127,4,924.85,3,3,3,333
17048,310,3,925.35,4,3,3,433
14231,95,3,925.71,3,3,3,333
14475,187,3,925.85,3,3,3,333
17552,61,4,930.41,2,3,3,233
18133,35,1,931.5,2,1,3,213
14532,NULL,4,932.85,2,3,3,233
13655,6,2,932.97,2,2,3,223
16027,92,6,934.62,3,4,3,343
14583,157,5,934.69,3,4,3,343
15747,32,3,935.02,2,3,3,233
14140,181,2,935.05,3,2,3,323
16584,NULL,2,936.08,1,2,3,123
17097,454,8,936.19,4,4,3,443
17527,219,4,939.37,4,3,3,433
15289,60,3,939.78,2,3,3,233
13867,219,3,941.49,4,3,3,433
13823,92,2,942.06,3,2,3,323
14075,212,3,942.26,3,3,3,333
12820,181,4,942.34,3,3,3,333
13261,NULL,2,944.1,1,2,3,123
14514,91,3,944.9,3,3,3,333
13026,98,5,945.36,3,4,3,343
12458,NULL,2,947.4,1,2,3,123
13748,215,5,948.25,3,4,3,343
17044,NULL,1,948.48,1,2,3,123
12822,NULL,2,948.88,1,2,3,123
13636,93,5,949.12,3,4,3,343
15421,311,4,950.36,4,3,3,433
14629,212,2,950.75,3,2,3,323
15835,NULL,4,954.09,1,3,3,133
17244,NULL,1,954.9,1,2,3,123
15948,332,2,955.24,4,3,3,433
15156,212,3,956.45,3,3,3,333
12697,29,3,957.59,2,3,3,233
18192,NULL,1,957.97,1,2,3,123
12849,121,2,958.09,3,2,3,323
16419,98,6,958.71,3,4,3,343
16009,278,4,959.76,4,3,3,433
15860,546,8,960.61,4,4,3,443
13155,546,4,960.82,4,3,3,433
14006,6,3,962.19,2,3,3,233
13138,666,6,962.39,4,4,3,443
14446,89,4,962.7,2,3,3,233
13956,67,5,963.57,2,4,3,243
12550,NULL,1,964.83,1,1,3,113
15793,NULL,3,965.61,1,3,3,133
17126,64,5,965.65,2,4,3,243
13235,35,1,965.72,2,1,3,213
14138,153,2,965.88,3,2,3,323
14256,424,2,969.06,4,3,3,433
17100,NULL,2,971.74,1,2,3,123
18194,NULL,1,973.84,1,2,3,123
12994,32,3,974.42,2,3,3,233
15449,157,3,974.52,3,3,3,333
14522,123,4,974.54,3,3,3,333
13467,274,2,976.81,4,2,3,423
14920,35,2,977.77,2,2,3,223
15132,NULL,5,977.93,2,4,3,243
13350,NULL,2,979.12,1,2,3,123
13509,37,7,979.72,2,4,3,243
16085,0,5,980.26,2,4,3,243
18170,182,3,980.31,3,3,3,333
12541,60,3,981.18,2,3,3,233
16188,36,4,981.86,2,3,3,233
15071,98,2,982.07,3,2,3,323
15133,38,3,982.42,2,3,3,233
12510,NULL,2,982.57,1,2,3,123
16980,NULL,2,983.16,1,2,3,123
17144,120,2,984.57,3,2,3,323
13117,454,8,984.91,4,4,3,443
15104,310,2,986.22,4,3,3,433
17324,9,4,986.48,2,3,3,233
18237,92,5,987.1,3,4,3,343
15508,279,6,987.52,4,4,3,443
15062,188,4,987.86,3,3,3,333
14631,NULL,3,988.26,2,3,3,233
17646,454,3,988.59,4,3,3,433
12828,214,6,988.71,3,4,3,343
16232,127,4,990.88,3,3,3,333
14223,217,3,991.13,4,3,3,433
14083,37,9,991.54,2,4,3,243
13363,NULL,2,992.5,1,2,3,123
17594,NULL,2,993.18,1,2,3,123
17522,95,5,993.39,3,4,3,343
15110,216,4,996.1,4,3,3,433
12722,3,4,997.63,2,3,3,233
18143,NULL,2,1000.16,1,2,3,123
12545,NULL,2,1000.39,1,2,3,123
12446,NULL,1,1002.31,1,1,3,113
13410,218,5,1003.06,4,4,3,443
15658,283,5,1004.2,4,4,3,443
14214,90,5,1004.38,3,4,3,343
14224,127,4,1004.43,3,3,3,333
13429,61,4,1006.8,2,3,3,233
17042,63,5,1007.66,2,4,3,243
16049,NULL,3,1008.15,1,3,3,133
17951,697,3,1008.54,4,3,3,433
16728,NULL,4,1008.63,1,3,3,133
16174,33,3,1009.55,2,3,3,233
16572,98,3,1009.6,3,3,3,333
15977,NULL,2,1009.73,1,2,3,123
15407,95,4,1010.05,3,3,3,333
13032,NULL,2,1010.18,1,2,3,123
16229,35,2,1010.6,2,2,3,223
14465,69,3,1011.04,2,3,3,233
14775,666,3,1011.9,4,3,3,433
14195,340,2,1012,4,3,3,433
17197,60,1,1013.01,2,1,3,213
12739,335,2,1013.04,4,3,3,433
12642,NULL,3,1013.26,1,3,3,133
15436,NULL,3,1013.34,2,3,3,233
13639,NULL,1,1013.42,1,1,3,113
15027,90,4,1015.15,3,3,3,333
13728,274,6,1016.14,4,4,3,443
15192,454,3,1017.32,4,3,3,433
12514,NULL,1,1017.68,1,1,3,113
16918,215,6,1019.12,4,4,3,443
16416,NULL,3,1019.45,1,3,3,133
18142,217,2,1019.52,4,2,3,423
13376,335,3,1019.76,4,3,3,433
12572,332,2,1020.42,4,3,3,433
17405,3,3,1021.33,2,3,3,233
13165,NULL,2,1021.48,1,2,3,123
14346,32,2,1021.58,2,2,3,223
17096,0,4,1022.13,2,3,3,233
18130,29,3,1023.24,2,3,3,233
15996,1,6,1023.79,2,4,3,243
14904,151,2,1025.44,3,2,3,323
16160,214,2,1025.44,3,2,3,323
14352,37,4,1025.86,2,3,3,233
16682,212,5,1028,3,4,3,343
15333,NULL,1,1028.56,2,1,3,213
17033,96,3,1030.14,3,3,3,333
13253,186,2,1030.4,3,2,3,323
12717,33,2,1030.98,2,2,3,223
12724,39,4,1031.41,2,3,3,233
18221,183,5,1031.61,3,4,3,343
12599,60,7,1032.58,2,4,3,243
17724,NULL,3,1033,1,3,3,133
14584,95,4,1033.06,3,3,3,333
16260,NULL,1,1035.45,1,2,3,123
12691,29,6,1035.8,2,4,3,243
16175,184,4,1037.59,3,3,3,333
15464,223,1,1038.05,4,1,3,413
16320,66,2,1038.46,2,2,3,223
16200,212,2,1040.3,3,2,3,323
15801,61,3,1040.55,2,3,3,233
15434,332,5,1041.48,4,3,3,433
14293,181,4,1041.52,3,3,3,333
13719,182,5,1041.68,3,4,3,343
13521,120,3,1042.96,3,3,3,333
12497,NULL,1,1043.1,1,1,3,113
15073,187,3,1043.41,3,3,3,333
14389,214,2,1043.46,3,2,3,323
14102,302,5,1043.48,4,3,3,433
14419,424,6,1043.89,4,4,3,443
17287,516,7,1044.02,4,4,3,443
13455,485,2,1044.84,4,3,3,433
16520,454,3,1046.57,4,3,3,433
15777,6,4,1047.11,2,3,3,233
15839,182,3,1048.49,3,3,3,333
14078,66,6,1049.37,2,4,3,243
15329,NULL,3,1049.7,2,3,3,233
13610,67,7,1051.01,2,4,3,243
17585,223,4,1051.32,4,3,3,433
12842,252,2,1053.29,4,2,3,423
12716,181,2,1053.49,3,2,3,323
14723,638,6,1053.57,4,4,3,443
17214,61,6,1056.22,2,4,3,243
14561,126,3,1058.26,3,3,3,333
12951,220,6,1059.03,4,4,3,443
17727,NULL,1,1060.25,1,2,3,123
15706,183,4,1060.56,3,3,3,333
16214,340,3,1062.75,4,3,3,433
13715,223,5,1062.99,4,4,3,443
14411,311,1,1063,4,1,3,413
12815,NULL,2,1063.46,1,2,3,123
13652,546,3,1063.88,4,3,3,433
12936,NULL,4,1063.9,1,3,3,133
14488,275,1,1064.28,4,1,3,413
17609,69,5,1064.38,2,4,3,243
17277,NULL,2,1065.35,1,2,3,123
15716,577,4,1066.69,4,3,3,433
15763,121,2,1067.12,3,2,3,323
16533,303,3,1069.46,4,3,3,433
14212,31,1,1070.48,2,1,3,213
13761,NULL,2,1070.65,1,2,3,123
13635,275,1,1071.03,4,1,3,413
17041,NULL,3,1071.49,1,3,3,133
15238,60,3,1071.99,2,3,3,233
15712,95,5,1072.36,3,4,3,343
16714,219,3,1072.96,4,3,3,433
13131,218,3,1073.3,4,3,3,433
14161,577,3,1077.04,4,3,3,433
16563,NULL,1,1077.74,1,2,3,123
16094,60,4,1078.23,2,3,3,233
12354,NULL,1,1079.4,1,1,3,113
15197,340,3,1079.61,4,3,3,433
13726,333,2,1079.66,4,3,3,433
15608,61,4,1079.78,2,3,3,233
13744,215,2,1080.52,3,2,3,323
14410,161,9,1080.97,3,4,3,343
14948,304,6,1084.27,4,4,3,443
16225,160,5,1086.31,3,4,3,343
14971,243,3,1087.16,4,3,3,433
13211,215,3,1088.92,3,3,3,333
13611,31,3,1089.15,2,3,3,233
12534,336,1,1089.18,4,1,3,413
13853,NULL,1,1090.14,1,1,3,113
18189,NULL,2,1090.24,1,2,3,123
17047,NULL,3,1090.7,1,3,3,133
13064,64,4,1090.74,2,3,3,233
15745,182,4,1094.59,3,3,3,333
15985,124,2,1095.62,3,2,3,323
